date,time,temperature,dewpoint,humidity,wind_speed,wind_dir_degrees,pressure
10/18/10,15:54:00,2,5,76,13,30,1014.8
10/18/10,16:47:00,9,5,76,11.1,20,1014.4
10/19/10,7:52:00,15,0,93,0,0,1015.5
10/19/10,8:54:00,16,1,93,0,0,1016.1
10/19/10,10:55:00,5,7,87,0,0,1016.8
10/19/10,15:56:00,7,2,42,9.3,320,1014.4
10/19/10,16:51:00,7,3,42,5.6,240,1014.4
10/20/10,7:54:00,12,1,76,7.4,200,1012.8
10/20/10,8:50:00,14,2,71,9.3,200,1013.1
10/21/10,8:47:00,2,4,81,14.8,300,1011.1
10/21/10,11:55:00,13,0,44,24.1,300,1013.1
10/21/10,16:47:00,15,-2,33,18.5,290,1014.1
10/22/10,8:45:00,16,-2,75,0,0,1021.2
10/22/10,11:52:00,17,1,44,9.3,180,1022.2
10/22/10,12:56:00,18,0,36,11.1,200,1022.2
10/22/10,13:54:00,16,0,34,14.8,190,1021.6
10/22/10,14:55:00,16,0,32,7.4,230,1020.5
10/22/10,16:46:00,19,-1,28,5.6,220,1020.2
10/25/10,7:52:00,20,13,82,14.8,180,1004.3
10/25/10,8:55:00,19,14,88,13,180,1004.6
10/25/10,12:52:00,20,14,73,22.2,200,1005
10/25/10,13:58:00,21,14,68,16.7,210,1004.3
10/25/10,15:51:00,21,14,73,18.5,180,1003.3
10/25/10,16:52:00,22,14,68,24.1,180,1002.9
10/26/10,7:52:00,17,17,78,35.2,170,993.1
10/26/10,8:52:00,16,17,78,33.3,170,991.4
10/26/10,9:52:00,16,17,73,42.6,170,991.1
10/26/10,10:56:00,18,15,88,24.1,210,992.8
10/26/10,11:54:00,18,15,94,20.4,220,994.8
10/26/10,12:52:00,9,14,88,20.4,200,994.8
10/26/10,15:56:00,10,9,56,27.8,220,996.5
10/26/10,16:51:00,19,8,52,18.5,220,996.8
10/27/10,7:54:00,19,7,87,16.7,190,1007.3
10/27/10,8:57:00,19,7,82,24.1,190,1007.7
10/27/10,12:52:00,6,6,43,33.3,200,1007.3
10/27/10,15:51:00,6,4,37,25.9,270,1007.7
10/27/10,16:52:00,7,4,37,14.8,250,1007.7
10/28/10,8:38:00,7,-1,61,14.8,270,1017.8
10/28/10,9:49:00,0,-1,61,14.8,260,1018.8
10/28/10,12:55:00,4,-1,57,22.2,280,1021.2
10/28/10,16:53:00,9,-1,57,18.5,280,1021.9
10/29/10,8:48:00,9,-2,87,0,0,1026.6
10/29/10,10:55:00,-2,-1,70,9.3,280,1027.7
10/29/10,14:49:00,-2,-1,50,0,0,1025.3
10/29/10,16:53:00,11,-2,46,0,0,1024.6
11/1/10,7:52:00,11,-4,86,0,0,1028
11/1/10,8:57:00,12,-4,86,0,0,1028.7
11/1/10,12:52:00,11,0,47,13,70,1029.3
11/1/10,13:54:00,0,0,47,14.8,90,1028.3
11/1/10,14:54:00,,0,44,16.7,40,1028
11/1/10,16:52:00,10,0,47,16.7,70,1027.7
11/2/10,7:53:00,9,-4,75,9.3,90,1029.7
11/2/10,8:55:00,9,,,11.1,80,1029.7
11/2/10,14:53:00,-3,-2,43,18.5,50,1026.3
11/2/10,15:54:00,7,-2,46,18.5,60,1026
11/2/10,16:51:00,13,-2,46,11.1,60,1026
11/3/10,7:53:00,13,-4,93,0,0,1020.2
11/3/10,10:55:00,22,1,66,0,0,1018.5
11/3/10,14:53:00,2,-3,33,9.3,290,1014.4
11/3/10,15:54:00,6,-2,36,5.6,230,1013.1
11/3/10,16:52:00,9,-2,20,0,0,1012.8
11/4/10,8:47:00,8,-1,81,5.6,290,1006.7
11/4/10,11:49:00,1,3,81,5.6,290,1007
11/4/10,13:54:00,3,4,71,18.5,320,1005.6
11/4/10,16:50:00,5,4,76,27.8,320,1006
11/5/10,8:49:00,5,-2,81,11.1,330,1011.4
11/5/10,10:50:00,4,-1,75,18.5,320,1012.8
11/5/10,12:50:00,8,-1,65,20.4,300,1013.4
11/5/10,15:51:00,11,1,76,22.2,300,1013.1
11/5/10,16:52:00,14,-1,70,31.5,300,1014.1
11/8/10,8:47:00,19,-2,50,11.1,230,1018.5
11/8/10,9:52:00,20,-1,44,9.3,210,1018.2
11/8/10,10:51:00,19,-1,36,9.3,240,1017.8
11/8/10,13:50:00,9,2,32,9.3,190,1015.8
11/8/10,15:49:00,15,2,30,13,210,1015.1
11/8/10,16:49:00,19,0,28,9.3,220,1014.8
11/9/10,8:51:00,21,2,62,5.6,160,1016.5
11/9/10,10:52:00,21,3,45,0,0,1016.8
11/9/10,12:54:00,19,4,37,9.3,170,1015.8
11/9/10,13:55:00,3,4,33,9.3,180,1015.5
11/9/10,15:50:00,8,4,33,5.6,170,1015.5
11/9/10,16:50:00,21,4,37,5.6,150,1015.8
11/10/10,7:53:00,22,0,81,0,0,1020.5
11/10/10,8:56:00,9,4,76,0,0,1020.9
11/10/10,12:57:00,15,5,35,13,170,1020.2
11/10/10,14:57:00,18,5,33,11.1,160,1019.9
11/12/10,8:49:00,19,4,71,0,0,1028.3
11/12/10,9:51:00,3,4,48,0,0,1028.3
11/12/10,10:47:00,7,4,40,7.4,130,1028
11/12/10,16:55:00,9,1,30,5.6,150,1023.9
11/15/10,8:47:00,9,-2,70,16.7,180,1014.8
11/15/10,10:48:00,9,-1,57,14.8,190,1015.1
11/15/10,11:53:00,1,1,58,16.7,180,1014.4
11/15/10,12:47:00,2,-1,50,13,190,1013.4
11/15/10,16:52:00,4,0,54,11.1,150,1013.4
11/16/10,7:50:00,5,-1,87,11.1,90,1007.7
11/16/10,8:52:00,6,1,93,9.3,80,1006.7
11/16/10,9:57:00,6,3,93,9.3,80,1005.6
11/16/10,10:56:00,2,4,93,9.3,50,1005
11/16/10,11:57:00,4,4,87,13,60,1002.9
11/16/10,16:51:00,9,4,87,24.1,360,996.8
11/17/10,7:55:00,8,-1,81,11.1,210,1013.1
11/17/10,9:52:00,4,1,81,14.8,210,1015.1
11/17/10,12:54:00,0,4,71,7.4,270,1016.1
11/17/10,16:51:00,3,2,66,13,280,1018.2
11/18/10,8:48:00,4,2,87,5.6,270,1023.6
11/19/10,8:51:00,6,-1,93,11.1,180,1024.6
11/19/10,10:59:00,6,0,81,14.8,190,1024.3
11/19/10,12:59:00,6,1,81,14.8,200,1022.2
11/19/10,14:45:00,14,2,76,27.8,190,1020.2
11/19/10,15:50:00,16,2,76,25.9,200,1019.2
11/19/10,16:48:00,17,3,81,16.7,200,1018.8
11/22/10,7:52:00,18,12,88,16.7,190,1015.5
11/22/10,9:53:00,19,12,77,14.8,180,1015.1
11/22/10,10:56:00,2,12,72,25.9,200,1014.8
11/22/10,11:54:00,2,12,68,25.9,200,1014.4
11/22/10,15:54:00,4,12,64,20.4,200,1012.1
11/23/10,8:47:00,4,-1,81,9.3,270,1019.5
11/23/10,9:52:00,3,-2,75,20.4,280,1020.2
11/23/10,12:50:00,-2,-2,65,24.1,270,1021.6
11/23/10,15:50:00,0,-3,61,14.8,290,1022.6
11/23/10,16:52:00,1,-3,65,16.7,290,1023.2
11/24/10,8:56:00,1,-4,86,20.4,100,1023.9
11/24/10,10:53:00,1,-4,75,24.1,120,1022.6
11/24/10,14:56:00,-5,-1,87,13,90,1018.2
11/24/10,15:55:00,-4,-1,87,18.5,100,1015.8
11/24/10,16:54:00,-2,-1,87,13,120,1016.5
11/26/10,8:52:00,-1,-10,68,14.8,260,1014.8
11/26/10,9:53:00,-1,-10,64,22.2,240,1014.8
11/26/10,10:48:00,2,-9,59,14.8,250,1014.4
11/26/10,12:55:00,4,-8,60,18.5,250,1013.1
11/26/10,16:57:00,5,-8,60,13,220,1011.4
11/29/10,7:52:00,10,-2,75,14.8,150,1020.5
11/29/10,8:56:00,13,-1,70,14.8,150,1020.9
11/29/10,9:54:00,11,-1,65,20.4,150,1020.5
11/29/10,11:56:00,13,3,62,25.9,180,1019.2
11/29/10,13:56:00,3,4,54,20.4,150,1015.5
11/29/10,16:51:00,1,4,62,20.4,160,1014.8
11/30/10,8:46:00,-3,11,88,16.7,200,1005.6
11/30/10,14:54:00,-3,1,87,18.5,270,1007.7
11/30/10,16:54:00,-3,-1,87,11.1,240,1009.4
12/1/10,7:56:00,-4,-6,80,11.1,230,1012.8
12/1/10,8:55:00,-1,-6,80,13,230,1013.1
12/1/10,16:52:00,0,-6,80,16.7,250,1015.8
12/2/10,8:45:00,0,-7,80,7.4,210,1020.9
12/2/10,11:54:00,-3,-6,69,13,220,1021.2
12/2/10,15:50:00,1,-6,64,14.8,50,1020.5
12/2/10,16:47:00,0,-6,64,13,260,1020.9
12/3/10,8:46:00,-13,-5,86,0,0,1021.9
12/3/10,13:50:00,-12,-6,60,11.1,340,1021.2
12/3/10,16:52:00,-8,-6,64,0,0,1021.2
12/6/10,8:46:00,-10,-16,79,11.1,260,1021.6
12/6/10,10:47:00,-9,-14,85,16.7,270,1021.2
12/6/10,13:51:00,-9,-13,68,18.5,270,1019.2
12/6/10,16:49:00,-8,-13,79,22.2,270,1018.8
12/7/10,7:57:00,-6,-12,79,13,280,1017.8
12/7/10,9:51:00,-7,-13,73,20.4,280,1019.2
12/7/10,11:55:00,-14,-12,73,14.8,280,1019.5
12/7/10,13:56:00,-11,-11,68,20.4,300,1018.8
12/7/10,16:52:00,-6,-12,68,16.7,290,1019.9
12/8/10,7:52:00,-7,-16,85,0,0,1021.6
12/8/10,9:51:00,-13,-14,79,11.1,250,1022.2
12/8/10,15:55:00,-7,-14,54,9.3,260,1021.9
12/8/10,16:52:00,-3,-15,54,11.1,290,1022.9
12/9/10,8:47:00,-3,-16,79,0,0,1024.9
12/9/10,10:47:00,0,-10,80,0,0,1025.6
12/9/10,14:52:00,4,-10,59,13,160,1022.6
12/9/10,16:48:00,5,-9,64,11.1,170,1021.9
12/10/10,8:51:00,4,-6,64,14.8,200,1015.1
12/10/10,12:56:00,-9,-2,65,14.8,200,1016.1
12/10/10,15:51:00,-9,0,70,13,200,1016.8
12/10/10,16:56:00,,-1,70,11.1,200,1017.2
12/13/10,8:50:00,-8,-12,79,25.9,290,1011.1
12/13/10,9:57:00,-13,-12,79,24.1,300,1012.4
12/13/10,15:39:00,-7,,,29.6,290,1014.8
12/13/10,16:49:00,-7,-11,79,31.5,290,1015.8
12/14/10,7:51:00,-8,-15,85,9.3,270,1020.5
12/14/10,14:51:00,-18,-12,68,16.7,300,1019.2
12/14/10,15:56:00,-16,-12,68,16.7,310,1019.2
12/14/10,16:51:00,-6,-12,73,13,270,1019.2
12/15/10,7:51:00,-6,-20,85,0,0,1018.8
12/15/10,8:50:00,-6,-17,92,0,0,1018.8
12/15/10,12:51:00,-7,-13,58,11.1,160,1017.2
12/15/10,13:52:00,-4,-13,58,9.3,150,1016.8
12/15/10,15:51:00,-4,-14,54,9.3,150,1016.1
12/15/10,16:51:00,-4,-15,54,0,0,1016.1
12/16/10,12:45:00,-6,-7,80,14.8,40,1006.3
12/16/10,15:55:00,-6,-8,74,11.1,310,1008
12/16/10,16:55:00,-6,-8,74,9.3,320,1008.7
12/17/10,8:51:00,-6,-8,86,14.8,260,1017.8
12/17/10,11:45:00,-6,-9,80,20.4,290,1019.9
12/17/10,13:45:00,-8,-9,80,14.8,280,1019.5
12/17/10,14:45:00,-5,-9,80,14.8,230,1019.5
12/17/10,16:54:00,-4,-9,80,7.4,230,1019.9
12/20/10,8:48:00,-2,-11,79,0,0,1021.2
12/20/10,10:51:00,-1,-9,74,0,0,1022.2
12/20/10,11:52:00,-1,-9,69,0,0,1020.9
12/20/10,16:50:00,-1,-6,74,11.1,100,1019.5
12/21/10,7:51:00,-1,-3,86,13,110,1016.5
12/21/10,8:51:00,-3,-3,86,16.7,110,1016.8
12/21/10,10:54:00,-8,-3,86,14.8,120,1017.2
12/21/10,16:52:00,-7,-2,93,14.8,120,1015.1
12/22/10,7:51:00,-4,-5,86,24.1,290,1017.2
12/22/10,8:57:00,-4,-10,86,33.3,300,1018.8
12/22/10,10:56:00,0,-9,86,18.5,280,1020.2
12/22/10,15:52:00,-1,-6,86,9.3,330,1023.2
12/22/10,16:52:00,0,-6,86,9.3,310,1024.3
12/23/10,11:51:00,-1,-3,80,9.3,310,1029.7
12/23/10,14:52:00,-8,-4,80,14.8,310,1028.7
12/23/10,15:54:00,-5,-4,75,9.3,320,1028.7
12/23/10,16:51:00,-4,-4,80,11.1,310,1029
12/27/10,7:54:00,-5,-11,79,9.3,290,1023.6
12/27/10,10:53:00,-8,-7,86,16.7,300,1024.3
12/27/10,11:53:00,-4,-7,80,16.7,290,1024.3
12/27/10,16:51:00,-2,-7,86,13,250,1024.3
12/28/10,7:58:00,-2,-9,93,14.8,190,1022.2
12/28/10,11:50:00,-2,-7,80,24.1,210,1020.9
12/28/10,13:51:00,-7,-6,74,14.8,190,1019.5
12/28/10,15:57:00,0,-6,74,14.8,200,1018.8
12/28/10,16:51:00,4,-6,74,9.3,180,1019.2
12/29/10,8:47:00,3,-8,93,0,0,1017.8
12/29/10,10:57:00,3,-4,75,11.1,180,1017.8
12/29/10,13:52:00,4,-2,65,14.8,170,1014.8
12/29/10,15:51:00,4,-2,70,14.8,160,1013.8
12/29/10,16:50:00,7,-1,75,14.8,170,1014.1
12/30/10,8:52:00,8,3,93,20.4,160,1013.1
12/30/10,9:58:00,8,3,93,20.4,160,1013.1
12/30/10,12:52:00,9,4,81,27.8,180,1011.1
12/30/10,14:51:00,-5,5,81,18.5,170,1009.7
12/30/10,15:50:00,-2,4,76,25.9,160,1009.7
12/30/10,16:47:00,1,5,76,20.4,160,1009.7
1/3/11,7:45:00,4,-10,68,18.5,200,1021.9
1/3/11,9:52:00,4,-9,59,18.5,210,1021.9
1/3/11,11:58:00,-2,-7,56,18.5,200,1021.2
1/3/11,14:47:00,-3,-7,45,20.4,200,1019.2
1/3/11,15:48:00,1,-8,42,16.7,220,1018.8
1/4/11,7:47:00,0,-7,69,9.3,240,1013.8
1/4/11,8:46:00,-8,-6,80,9.3,240,1013.8
1/4/11,11:57:00,-3,-5,65,27.8,280,1015.5
1/4/11,15:47:00,1,-10,48,20.4,280,1015.1
1/5/11,7:52:00,-2,-10,86,0,0,1016.8
1/5/11,11:51:00,-1,-9,64,9.3,180,1014.8
1/5/11,15:53:00,-1,-8,52,5.6,250,1011.4
1/6/11,7:51:00,-2,-6,74,9.3,220,1004.3
1/6/11,8:53:00,-3,-5,75,9.3,240,1003.9
1/6/11,10:53:00,-3,-4,80,14.8,270,
1/6/11,12:52:00,-8,-4,86,13,270,1001.9
1/6/11,14:53:00,-6,-6,80,29.6,280,1001.9
1/6/11,15:50:00,-13,-6,80,20.4,290,1002.3
1/7/11,7:53:00,-10,-11,79,0,0,997.5
1/7/11,11:49:00,-7,-10,74,11.1,260,995.8
1/8/11,7:52:00,-7,-16,79,22.2,280,1002.9
1/8/11,11:49:00,-6,-14,73,29.6,290,1007.7
1/8/11,15:48:00,-2,-12,68,22.2,270,1010.7
1/10/11,7:46:00,-2,-11,74,5.6,70,1028.3
1/10/11,9:47:00,-2,-11,68,11.1,80,1028.7
1/10/11,12:49:00,-5,-8,64,18.5,100,1027
1/10/11,14:57:00,-5,-8,64,18.5,80,1024.9
1/10/11,15:50:00,-3,-8,64,14.8,90,1025.6
1/11/11,7:47:00,-4,-7,86,9.3,80,1017.5
1/11/11,10:45:00,-6,-7,86,11.1,110,1016.1
1/11/11,14:50:00,-6,-6,80,9.3,280,1013.1
1/11/11,15:48:00,-6,-6,86,16.7,280,1013.8
1/12/11,7:58:00,-6,-7,93,22.2,290,1022.6
1/12/11,8:54:00,-6,-8,86,18.5,280,1023.2
1/12/11,9:52:00,-6,-8,86,20.4,290,1024.3
1/12/11,10:57:00,-4,-8,86,27.8,290,1025.3
1/12/11,11:53:00,-5,-8,86,22.2,290,1025.6
1/12/11,12:55:00,-7,-8,86,22.2,280,1025.3
1/12/11,14:53:00,-8,-7,80,22.2,290,1025.3
1/12/11,15:51:00,-7,-8,80,24.1,270,1026.3
1/13/11,7:51:00,-6,-11,74,7.4,250,1032.1
1/13/11,10:54:00,-6,-10,86,9.3,250,1033.1
1/14/11,7:49:00,-4,-9,86,14.8,180,1025.6
1/14/11,8:52:00,-4,-9,80,14.8,190,1026
1/14/11,9:52:00,-3,-9,80,16.7,200,1026
1/14/11,10:49:00,-1,-8,74,14.8,180,1026
1/14/11,12:52:00,-9,-8,74,14.8,190,1024.6
1/14/11,15:49:00,-6,-8,69,9.3,180,1023.9
1/15/11,7:53:00,-3,-5,75,14.8,210,1014.4
1/17/11,7:56:00,1,-13,73,11.1,120,1016.5
1/17/11,9:46:00,3,-10,74,14.8,140,1016.5
1/17/11,11:51:00,3,-8,69,14.8,130,1014.4
1/17/11,15:49:00,3,-4,70,22.2,140,1010
1/18/11,7:52:00,4,2,93,14.8,180,1005.6
1/18/11,9:50:00,3,2,93,7.4,200,1006.7
1/18/11,10:54:00,-3,2,93,0,0,1007
1/18/11,11:53:00,-3,3,93,7.4,280,1006.7
1/18/11,12:50:00,-2,2,93,9.3,300,1006.3
1/19/11,7:54:00,-2,-5,86,13,310,1014.1
1/19/11,8:51:00,-6,-5,86,20.4,300,1015.1
1/19/11,14:52:00,-6,-5,80,11.1,280,1016.8
1/19/11,15:53:00,-6,-5,80,16.7,300,1017.2
1/20/11,9:56:00,-6,-7,93,0,0,1018.5
1/20/11,12:54:00,-6,-7,93,9.3,30,1015.1
1/20/11,13:57:00,-18,-8,86,7.4,350,1014.1
1/20/11,14:53:00,-18,-8,86,16.7,310,1013.4
1/20/11,15:53:00,-14,-8,86,11.1,300,1013.4
1/21/11,7:51:00,-13,-20,85,14.8,280,1017.5
1/21/11,8:49:00,-13,-20,85,14.8,280,1017.5
1/21/11,11:52:00,-14,-19,67,14.8,270,1018.8
1/21/11,13:56:00,-14,-18,67,11.1,280,1017.8
1/21/11,15:48:00,-13,-19,62,9.3,280,1017.8
1/22/11,7:50:00,-12,-18,72,13,190,1013.1
1/22/11,8:55:00,-10,-18,72,14.8,200,1013.1
1/22/11,9:59:00,-9,-17,73,18.5,180,1013.1
1/22/11,10:49:00,-7,-16,73,14.8,200,1013.1
1/22/11,11:53:00,-7,-15,67,20.4,210,1012.4
1/22/11,12:48:00,-5,-14,68,18.5,200,1012.1
1/22/11,15:49:00,-2,-12,68,11.1,190,1011.4
1/24/11,7:48:00,-1,-9,86,14.8,150,1018.2
1/24/11,9:58:00,0,-7,86,16.7,160,1018.2
1/24/11,12:47:00,-7,-4,86,14.8,180,1017.5
1/24/11,13:48:00,-7,-3,86,18.5,190,1016.5
1/24/11,15:49:00,-5,-2,87,14.8,210,1016.8
1/25/11,7:47:00,-4,-8,93,14.8,300,1020.2
1/25/11,8:49:00,-4,-8,93,7.4,290,1020.2
1/25/11,11:47:00,-4,-7,86,0,0,1020.5
1/25/11,12:50:00,-6,-7,80,0,0,1019.5
1/25/11,14:55:00,-5,-7,80,0,0,1017.5
1/25/11,15:53:00,-4,-6,86,0,0,1017.5
1/26/11,7:51:00,-3,-6,100,7.4,10,1014.1
1/26/11,8:55:00,-2,-6,93,5.6,360,1014.1
1/26/11,10:52:00,-6,-6,86,9.3,340,1014.4
1/26/11,12:52:00,-6,-4,93,13,320,1013.8
1/26/11,15:52:00,-5,-4,86,13,310,1014.8
1/27/11,7:57:00,-4,-7,93,13,240,1014.4
1/27/11,8:55:00,-2,-7,93,11.1,230,1014.1
1/27/11,9:56:00,-5,-7,86,11.1,230,1014.1
1/27/11,10:56:00,-5,-7,80,13,230,1014.1
1/27/11,15:51:00,-3,-6,74,18.5,210,1009
1/28/11,7:58:00,-2,-6,93,11.1,290,1011.1
1/28/11,9:50:00,-2,-6,93,13,280,1012.1
1/28/11,12:52:00,-1,-6,80,11.1,250,1013.1
1/28/11,15:55:00,-1,-7,69,14.8,260,1013.4
1/29/11,7:55:00,1,-3,93,13,240,1008
1/29/11,8:51:00,-1,-3,86,11.1,250,1008.4
1/29/11,9:57:00,1,-3,86,16.7,270,1009.4
1/29/11,10:54:00,0,-3,75,16.7,280,1011.4
1/29/11,11:56:00,-9,-3,86,16.7,290,1012.4
1/29/11,13:56:00,-9,-3,75,16.7,290,1012.4
1/29/11,15:55:00,-8,-3,80,7.4,300,1014.1
1/31/11,7:50:00,-6,-12,79,14.8,70,1026.3
1/31/11,8:52:00,-5,-12,79,20.4,80,1026.3
1/31/11,9:49:00,-8,-12,73,18.5,90,1025.6
1/31/11,11:48:00,-7,-11,68,20.4,80,1025.3
1/31/11,15:51:00,-7,-11,63,24.1,80,1019.5
2/1/11,7:52:00,-12,-9,93,14.8,50,1018.5
2/1/11,9:59:00,-7,-9,86,14.8,40,1018.2
2/1/11,10:54:00,-7,-9,86,14.8,60,1018.2
2/3/11,7:51:00,-6,-14,85,7.4,240,1032.7
2/3/11,11:54:00,-4,-12,68,9.3,220,1033.1
2/3/11,12:53:00,-13,-12,68,5.6,260,1032.4
2/3/11,13:54:00,-4,-12,63,0,0,1030.7
2/3/11,15:51:00,-1,-9,69,9.3,190,1030
2/4/11,7:56:00,-1,-15,85,11.1,190,1024.6
2/4/11,11:46:00,-3,-13,50,13,200,1023.6
2/4/11,14:49:00,-2,-11,47,11.1,180,1019.9
2/4/11,15:54:00,-2,-12,44,11.1,210,1018.8
2/5/11,7:45:00,-1,-4,93,7.4,80,1004.3
2/5/11,8:59:00,-1,-4,86,7.4,70,1002.3
2/5/11,10:52:00,0,-3,93,7.4,340,1001.9
2/7/11,7:54:00,0,-2,93,13,310,1013.1
2/7/11,10:54:00,-9,-2,93,16.7,320,1013.1
2/7/11,14:51:00,-11,-3,80,14.8,320,1011.1
2/7/11,15:47:00,-11,-4,75,14.8,340,1010.7
2/8/11,7:54:00,-11,-11,86,13,260,1020.2
2/8/11,8:52:00,-11,-13,85,13,270,1021.9
2/8/11,9:55:00,-14,-14,79,16.7,270,1022.9
2/8/11,14:50:00,-11,-15,73,18.5,300,1026
2/8/11,15:48:00,-11,-14,79,16.7,300,1026.6
2/9/11,7:51:00,-8,-18,72,7.4,220,1025.3
2/9/11,10:54:00,-21,-18,57,11.1,240,1025.6
2/9/11,11:53:00,-16,-19,53,14.8,240,1024.9
2/9/11,15:52:00,-12,-20,38,14.8,240,1021.2
2/10/11,7:57:00,-8,-23,84,0,0,1021.9
2/10/11,9:55:00,-11,-19,78,9.3,220,1022.2
2/10/11,11:50:00,-5,-19,57,9.3,180,1022.6
2/10/11,15:53:00,-1,-17,49,16.7,200,1019.5
2/11/11,7:49:00,-2,-15,73,11.1,180,1017.8
2/11/11,11:51:00,-2,-12,59,16.7,200,1018.2
2/11/11,15:51:00,1,-11,47,22.2,200,1015.1
2/12/11,7:51:00,3,-4,86,9.3,220,1018.2
2/12/11,8:51:00,4,-4,86,16.7,250,1019.5
2/12/11,10:50:00,4,-4,70,14.8,270,1021.2
2/12/11,15:46:00,4,-4,60,11.1,240,1020.9
2/14/11,7:50:00,4,-1,70,35.2,290,1011.7
2/14/11,10:51:00,4,-1,70,31.5,280,1014.4
2/14/11,11:46:00,-5,0,75,35.2,290,1015.8
2/14/11,13:49:00,0,-1,70,24.1,280,1018.2
2/14/11,15:53:00,3,-1,70,22.2,300,1020.5
2/15/11,7:49:00,4,-8,80,7.4,130,1028.3
2/15/11,10:53:00,12,-7,60,14.8,130,1028.3
2/15/11,15:46:00,13,-4,60,11.1,140,1025.3
2/16/11,7:52:00,8,-2,65,13,190,1017.8
2/16/11,14:50:00,9,4,58,16.7,170,1016.5
2/16/11,15:47:00,10,5,58,9.3,170,1016.1
2/17/11,7:53:00,14,5,81,18.5,170,1014.1
2/17/11,8:56:00,15,5,76,18.5,180,1013.8
2/17/11,9:51:00,14,6,76,24.1,170,1013.1
2/17/11,12:56:00,15,9,72,33.3,190,1010.4
2/17/11,13:53:00,8,9,67,27.8,200,1009
2/17/11,14:56:00,11,9,72,29.6,190,1008
2/17/11,15:51:00,11,9,67,25.9,190,1008
2/18/11,8:56:00,12,1,62,16.7,270,1017.5
2/18/11,11:56:00,-1,0,47,24.1,230,1020.5
2/18/11,14:55:00,2,-2,41,29.6,300,1020.9
2/18/11,15:51:00,5,-1,41,18.5,280,1020.9
2/19/11,7:52:00,6,-5,75,11.1,300,1027
2/19/11,10:58:00,6,-4,65,11.1,330,1028
2/19/11,13:54:00,1,-4,53,9.3,300,1028
2/19/11,14:55:00,1,-3,53,0,0,1027.7
2/19/11,15:51:00,1,-3,53,0,0,1027.3
2/21/11,7:51:00,0,-1,87,20.4,90,1003.6
2/21/11,8:52:00,0,0,93,16.7,30,1005.6
2/21/11,9:51:00,0,0,93,14.8,50,1006.7
2/21/11,13:52:00,-6,-1,93,18.5,50,1003.9
2/21/11,14:53:00,-4,-1,93,22.2,50,1004.6
2/21/11,15:51:00,-5,-2,87,16.7,20,1006.3
2/22/11,7:55:00,-3,-7,93,7.4,40,1017.2
2/22/11,15:54:00,-1,-6,86,7.4,360,1021.9
2/23/11,7:52:00,0,-7,86,5.6,100,1024.6
2/23/11,10:55:00,3,-5,86,7.4,120,1024.9
2/23/11,14:51:00,3,-3,86,7.4,110,1021.6
2/23/11,15:51:00,3,-2,87,11.1,130,1020.9
2/24/11,7:57:00,2,1,87,7.4,320,1016.5
2/24/11,8:51:00,2,1,87,9.3,330,1017.2
2/24/11,12:57:00,-1,1,87,11.1,20,1015.8
2/24/11,14:52:00,-1,1,93,14.8,10,1014.4
2/24/11,15:51:00,0,1,93,16.7,40,1013.1
2/25/11,10:56:00,1,-4,80,14.8,320,1017.2
2/25/11,11:53:00,-2,-4,80,20.4,340,1016.1
2/25/11,14:47:00,-1,-4,75,14.8,320,1019.9
2/25/11,15:55:00,1,-4,70,13,320,1020.2
2/26/11,7:46:00,1,-4,86,0,0,1018.5
2/26/11,8:54:00,1,-4,80,11.1,150,1017.8
2/26/11,10:47:00,1,-3,75,7.4,180,1018.2
2/26/11,11:57:00,2,-3,75,7.4,170,1016.8
2/26/11,12:49:00,2,-3,75,14.8,200,1015.8
2/26/11,15:54:00,2,-2,81,14.8,190,1013.1
2/28/11,7:53:00,-3,1,93,22.2,320,1007.7
2/28/11,12:47:00,4,-1,81,25.9,320,1013.8
2/28/11,15:48:00,7,-3,70,25.9,340,1016.5
3/1/11,7:49:00,1,-5,86,0,0,1025.6
3/1/11,12:51:00,5,-1,70,16.7,160,1024.9
3/1/11,15:56:00,7,1,66,16.7,200,1022.6
3/2/11,7:53:00,7,-2,81,13,340,1025.6
3/2/11,11:52:00,-2,-1,65,14.8,330,1028.3
3/2/11,14:52:00,-1,-1,57,16.7,10,1028.3
3/2/11,15:52:00,3,-3,49,13,20,1028.7
3/3/11,7:56:00,7,-6,74,18.5,100,1029.3
3/3/11,8:52:00,8,-6,69,18.5,110,1030
3/3/11,11:51:00,8,-4,60,27.8,110,1028.7
3/3/11,15:51:00,12,-3,49,18.5,110,1023.2
3/4/11,7:50:00,11,5,81,22.2,190,1019.9
3/4/11,8:50:00,11,6,87,24.1,170,1020.2
3/4/11,15:48:00,3,9,82,14.8,180,1017.5
3/5/11,7:59:00,3,9,88,20.4,190,1010.7
3/5/11,9:51:00,-2,9,88,31.5,300,1012.4
3/5/11,14:49:00,-1,2,93,16.7,340,1013.8
3/5/11,15:56:00,2,2,93,22.2,340,1014.4
3/7/11,7:49:00,3,-4,86,0,0,1023.6
3/7/11,10:51:00,11,-4,80,0,0,1024.6
3/8/11,7:47:00,7,-2,75,13,130,1023.6
3/8/11,8:52:00,7,-1,75,14.8,120,1023.9
3/8/11,15:58:00,8,4,62,13,90,1019.5
3/9/11,7:55:00,9,4,81,22.2,160,1010
3/9/11,9:52:00,2,6,93,18.5,150,1009
3/9/11,10:51:00,1,6,87,16.7,170,1008.7
3/9/11,12:54:00,1,8,93,22.2,170,1007.7
